,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
1549,A20331,We should legalize sex selection,in favor of,there are valid medical reasons for using sex selection to combat certain diseases,there are valid medical reasons for using sex selection to combat certain diseases in favor of We should legalize sex selection,"['Security: personal', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1550,A20332,We should abolish intellectual property rights,in favor of,we should abolish this because it hinders smaller businesses into growing from the beginning and outright stops competition.,we should abolish this because it hinders smaller businesses into growing from the beginning and outright stops competition. in favor of We should abolish intellectual property rights,"['Achievement', 'Power: resources', 'Universalism: concern']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1551,A20333,We should subsidize Wikipedia,against,if wikipedia was subsidised they may start to put in whatever information the person supplying the subsidy wants rather than only the truth and this would be harmful.,if wikipedia was subsidised they may start to put in whatever information the person supplying the subsidy wants rather than only the truth and this would be harmful. against We should subsidize Wikipedia,"['Self-direction: thought', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: objectivity']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1552,A20335,We should abolish the right to keep and bear arms,in favor of,we should abolish the right to keep and bear arms because innocent people get killed,we should abolish the right to keep and bear arms because innocent people get killed in favor of We should abolish the right to keep and bear arms,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1553,A20336,We should legalize prostitution,against,legalizing prostitution would lead to an increase of child abductions for the sex trade.,legalizing prostitution would lead to an increase of child abductions for the sex trade. against We should legalize prostitution,"['Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1554,A20337,We should ban algorithmic trading,in favor of,"algorithmic trading removes the human element of common sense from trading patterns, which has caused many wild mini-crashes and market fluctuations.","algorithmic trading removes the human element of common sense from trading patterns, which has caused many wild mini-crashes and market fluctuations. in favor of We should ban algorithmic trading","['Achievement', 'Power: resources', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1555,A20338,We should limit judicial activism,in favor of,we should limit judicial activism so that we do not depart from the constitution.,we should limit judicial activism so that we do not depart from the constitution. in favor of We should limit judicial activism,"['Tradition', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1556,A20339,We should ban targeted killing,against,targeted killing allows the killing of a singular person or group which hopefully will mean less loss of life down the line.,targeted killing allows the killing of a singular person or group which hopefully will mean less loss of life down the line. against We should ban targeted killing,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1557,A20340,We should legalize prostitution,against,legalizing prostitution would erode moral values and reduce the safety of women so it should never be legal.,legalizing prostitution would erode moral values and reduce the safety of women so it should never be legal. against We should legalize prostitution,"['Security: societal', 'Tradition', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1558,A20342,We should legalize sex selection,against,we shouldn't legalize sex selection because is moral action in society,we shouldn't legalize sex selection because is moral action in society against We should legalize sex selection,"['Security: societal', 'Tradition', 'Conformity: rules', 'Humility']",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
1559,A20344,We should end mandatory retirement,in favor of,we should end mandatory retirement because not all people have the same stamina as others and can work longer than others.,we should end mandatory retirement because not all people have the same stamina as others and can work longer than others. in favor of We should end mandatory retirement,"['Self-direction: action', 'Achievement']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,A20345,We should ban private military companies,in favor of,"pmcs should be banned, as they are profiting from war and destruction. it is their interest to cause and prolong discord in the world.","pmcs should be banned, as they are profiting from war and destruction. it is their interest to cause and prolong discord in the world. in favor of We should ban private military companies","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1561,A20347,We should abolish safe spaces,in favor of,the term safe spaces should not be used as it marginalizes all other space as insecure,the term safe spaces should not be used as it marginalizes all other space as insecure in favor of We should abolish safe spaces,"['Self-direction: thought', 'Security: personal', 'Universalism: tolerance']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1562,A20348,We should adopt atheism,in favor of,too many people fight and cause wars through religion so it should be banned in favor of atheism,too many people fight and cause wars through religion so it should be banned in favor of atheism in favor of We should adopt atheism,"['Security: societal', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1563,A20349,We should ban missionary work,in favor of,we should ban missionary work because people are getting killed going to bad places.,we should ban missionary work because people are getting killed going to bad places. in favor of We should ban missionary work,"['Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1564,A20350,We should oppose collectivism,against,"Collectivism forces people to form stronger ties with their community, and ultimately to better themselves by empathizing with the needs of others over themselves.","Collectivism forces people to form stronger ties with their community, and ultimately to better themselves by empathizing with the needs of others over themselves. against We should oppose collectivism","['Security: personal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1565,A20351,We should adopt an austerity regime,in favor of,We should adopt an austerity regime because the debt to gdp ratio threatens the future stability of the country,We should adopt an austerity regime because the debt to gdp ratio threatens the future stability of the country in favor of We should adopt an austerity regime,"['Power: resources', 'Security: personal', 'Security: societal']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1566,A20353,We should stop the development of autonomous cars,against,autonomous cars are the future and some cities already have them.,autonomous cars are the future and some cities already have them. against We should stop the development of autonomous cars,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,A20354,We should abandon the use of school uniform,against,School uniforms reduce bullying. Poor kids aren't a target to be laughed at because their clothes aren't fashionable or expensive.,School uniforms reduce bullying. Poor kids aren't a target to be laughed at because their clothes aren't fashionable or expensive. against We should abandon the use of school uniform,"['Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1568,A20355,We should cancel pride parades,against,"if pride parades are canceled, then many lgbtq+ youth will have nowhere to safely celebrate who they are.","if pride parades are canceled, then many lgbtq+ youth will have nowhere to safely celebrate who they are. against We should cancel pride parades","['Face', 'Security: personal', 'Universalism: concern']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1569,A20356,We should subsidize embryonic stem cell research,against,the government doesnt need to be in control of science,the government doesnt need to be in control of science against We should subsidize embryonic stem cell research,"['Self-direction: thought', 'Self-direction: action', 'Tradition']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1570,A20357,We should end the use of economic sanctions,in favor of,economic sanctions affect the poor more than the tyrants,economic sanctions affect the poor more than the tyrants in favor of We should end the use of economic sanctions,"['Power: resources', 'Security: personal', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1571,A20358,We should ban human cloning,against,human cloning should not be banned because it may lead to the ability to generate human organs for transplant which would save many lives,human cloning should not be banned because it may lead to the ability to generate human organs for transplant which would save many lives against We should ban human cloning,"['Self-direction: thought', 'Achievement', 'Security: personal', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
